Match ID,Hero,Kills,Deaths,Assists,KDA,Duration,Result
5616491543,Nature's Prophet,6,2,22,14.0,27.966666666666665,Win
5616460905,Nature's Prophet,8,12,20,2.3333333333333335,48.78333333333333,Loss
5616395399,Doom,5,7,8,1.8571428571428572,48.03333333333333,Loss
5616363664,Slardar,3,11,10,1.1818181818181819,33.43333333333333,Loss
5616320701,Nature's Prophet,6,1,13,19.0,22.0,Win
5614983390,Batrider,3,9,24,3.0,44.11666666666667,Loss
5614939831,Nature's Prophet,6,7,17,3.2857142857142856,40.85,Win
5610140433,Slardar,1,9,6,0.7777777777777778,22.4,Loss
5608792494,Sand King,3,11,35,3.4545454545454546,46.13333333333333,Win
5608742353,Nature's Prophet,7,9,17,2.6666666666666665,37.53333333333333,Loss
5607374162,Sand King,4,10,18,2.2,41.88333333333333,Loss
5606278519,Doom,10,8,25,4.375,46.7,Win
5606169630,Bristleback,6,5,14,4.0,29.05,Win
5606124617,Nature's Prophet,13,9,9,2.4444444444444446,51.86666666666667,Loss
5606050612,Sand King,12,4,21,8.25,41.85,Win
5605983396,Beastmaster,5,12,2,0.5833333333333334,28.55,Loss
5605928428,Nature's Prophet,2,9,6,0.8888888888888888,30.566666666666666,Loss
5605726317,Nature's Prophet,10,4,18,7.0,32.4,Win
5605661677,Nature's Prophet,5,6,14,3.1666666666666665,30.7,Win
5604715094,Enchantress,5,11,7,1.0909090909090908,31.15,Loss
5604666142,Nature's Prophet,12,6,18,5.0,47.233333333333334,Win
5604624951,Dragon Knight,0,8,3,0.375,31.466666666666665,Loss
5604572349,Venomancer,4,9,9,1.4444444444444444,35.266666666666666,Loss
5604331964,Nature's Prophet,5,12,11,1.3333333333333333,32.233333333333334,Loss
5604241906,Bloodseeker,2,8,9,1.375,39.61666666666667,Loss
5603449804,Bristleback,15,10,24,3.9,50.95,Loss
